PIDM,Cohort,SEX,Degree,Major 1,1st Year GPA,Dorm,1st Year Retention,College,Total Earned Hours,SAT,Major 2,Advisor
947,202109F,F,BS,Nursing,3.76,Campion Hall,1,EGAN,65,,,55.0
948,202109F,F,BS,Marketing,3.38,Gonzaga Hall,1,DSB,42,,,4.0
949,202109F,F,BS,Chemistry,3.71,Campion Hall,1,CAS,62,1370.0,,0.0
950,202109F,F,BS,Psychology,3.62,Campion Hall,1,CAS,52,,,23.0
951,202109F,F,BS,Nursing,1.59,Regis Hall,1,EGAN,27,,,0.0
952,202109F,M,BS,DSB Undeclared,3.73,Jogues Hall,1,DSB,45,,,73.0
953,202109F,F,BS,Biomedical Engineering,2.95,Campion Hall,0,SEC,33,1240.0,,135.0
954,202109F,F,BS,Computer Science,3.83,Campion Hall,1,SEC,50,,,11.0
955,202109F,F,BS,Nursing,3.89,Gonzaga Hall,1,EGAN,49,,,67.0
956,202109F,F,BS,Management,3.94,Jogues Hall,1,DSB,66,,,21.0
957,202109F,M,BA,History,3.44,Loyola Hall,1,CAS,57,,,127.0
958,202109F,F,BS,DSB Undeclared,3.03,Commuter,0,DSB,13,,,40.0
959,202109F,F,BA,Undeclared,2.94,Campion Hall,1,CAS,36,,,0.0
960,202109F,M,BS,DSB Undeclared,3.4,Regis Hall,1,DSB,40,1300.0,,40.0
961,202109F,F,BS,DSB Undeclared,2.31,Campion Hall,1,DSB,39,,,6.0
962,202109F,F,BS,Marketing,0.73,Regis Hall,0,DSB,6,,,36.0
963,202109F,M,BS,Biology,3.38,Regis Hall,1,CAS,42,,,133.0
964,202109F,F,BS,Biology,3.29,Campion Hall,1,CAS,51,1240.0,,0.0
965,202109F,F,BA,Sociology and Anthropology,3.78,Regis Hall,1,CAS,57,1350.0,,26.0
966,202109F,F,BS,Nursing,3.74,Loyola Hall,1,EGAN,49,,,30.0
967,202109F,M,BS,Marketing,3.56,Loyola Hall,1,DSB,45,,,4.0
968,202109F,F,BS,Psychology,1.79,Jogues Hall,1,CAS,37,,,49.0
969,202109F,M,BS,DSB Undeclared,2.31,Loyola Hall,1,DSB,39,,,74.0
970,202109F,F,BS,Nursing,2.88,Regis Hall,1,EGAN,54,,,51.0
971,202109F,F,BS,Finance,3.33,Campion Hall,1,DSB,51,,,69.0
972,202109F,M,BS,Finance,3.29,Jogues Hall,1,DSB,45,,,48.0
973,202109F,M,BS,Marketing,2.41,Loyola Hall,1,DSB,42,1160.0,,4.0
974,202109F,M,BA,Program on the Environment,2.4,Regis Hall,1,CAS,40,1320.0,,0.0
975,202109F,M,BS,Management,0.93,Jogues Hall,0,DSB,12,,,74.0
976,202109F,F,BS,Biology,3.02,Campion Hall,1,CAS,53,,,112.0
977,202109F,F,BA,Undeclared,3.0,Gonzaga Hall,1,CAS,45,,,52.0
978,202109F,F,BS,Nursing,3.61,Regis Hall,1,EGAN,54,,,35.0
979,202109F,F,BS,Marketing,2.07,Loyola Hall,1,DSB,39,,,106.0
980,202109F,M,BS,Accounting,3.67,Regis Hall,1,DSB,46,,,59.0
981,202109F,M,BS,DSB Undeclared,1.55,Jogues Hall,1,DSB,30,,,18.0
982,202109F,M,BS,DSB Undeclared,2.17,Jogues Hall,1,DSB,39,,,94.0
983,202109F,M,BS,DSB Undeclared,3.52,Jogues Hall,1,DSB,46,,,28.0
984,202109F,F,BS,Nursing,2.36,Gonzaga Hall,1,EGAN,46,,,51.0
985,202109F,M,BA,Undeclared,3.98,Jogues Hall,1,CAS,46,,,18.0
986,202109F,M,BA,Sports Media,2.6,Regis Hall,1,CAS,42,,,18.0
987,202109F,F,BS,Management,3.48,Regis Hall,0,DSB,27,,,74.0
988,202109F,M,BA,History,2.2,Jogues Hall,1,CAS,39,,,95.0
989,202109F,M,BS,DSB Undeclared,2.91,Regis Hall,1,DSB,45,,,53.0
990,202109F,F,BA,English,3.73,Commuter,0,CAS,15,,,136.0
991,202109F,M,BS,Nursing,1.81,Campion Hall,1,EGAN,28,,,25.0
992,202109F,M,BS,Finance,2.24,Regis Hall,1,DSB,42,,,62.0
993,202109F,M,BA,Visual & Performing Arts,3.98,Jogues Hall,1,CAS,60,1550.0,,77.0
994,202109F,M,BS,Mechanical Engineering,0.64,Commuter,0,SEC,14,,,0.0
995,202109F,M,BS,Business Analytics,2.57,Regis Hall,0,DSB,30,,,40.0
996,202109F,F,BS,Nursing,3.25,Gonzaga Hall,1,EGAN,51,,,35.0
997,202109F,F,BS,DSB Undeclared,2.89,Gonzaga Hall,1,DSB,45,,,85.0
998,202109F,M,BS,DSB Undeclared,2.96,Loyola Hall,0,DSB,27,,,74.0
999,202109F,F,BA,Undeclared,2.58,Regis Hall,1,CAS,45,,,46.0
1000,202109F,F,BS,DSB Undeclared,3.33,Regis Hall,1,DSB,45,,,36.0
1001,202109F,M,BA,Undeclared,3.6,Gonzaga Hall,0,CAS,33,1300.0,,0.0
1002,202109F,F,BS,DSB Undeclared,3.77,Loyola Hall,1,DSB,48,,,54.0
1003,202109F,F,BS,Nursing,3.09,Gonzaga Hall,1,EGAN,48,,,30.0
1004,202109F,F,BS,DSB Undeclared,2.91,Regis Hall,1,DSB,43,,,49.0
1005,202109F,F,BS,Biology,2.86,Campion Hall,1,CAS,37,,,152.0
1006,202109F,F,BA,Undeclared,3.02,Gonzaga Hall,1,CAS,42,,,18.0
1007,202109F,M,BS,DSB Undeclared,3.24,Loyola Hall,1,DSB,42,,,82.0
1008,202109F,F,BS,Nursing,3.18,Campion Hall,1,EGAN,48,,,51.0
1009,202109F,F,BS,Psychology,3.56,Jogues Hall,1,CAS,51,1340.0,,0.0
1010,202109F,M,BS,DSB Undeclared,3.27,Regis Hall,1,DSB,45,,Visual & Performing Arts,162.0
1011,202109F,M,BS,SOE Undeclared,2.49,Jogues Hall,1,SEC,39,,,45.0
1012,202109F,M,BS,International Business,3.53,Jogues Hall,1,DSB,45,1290.0,,109.0
1013,202109F,F,BA,Undeclared,3.73,Jogues Hall,1,CAS,51,,,115.0
1014,202109F,M,BS,DSB Undeclared,2.48,Regis Hall,1,DSB,42,,,4.0
1015,202109F,F,BS,Psychology,4.0,Gonzaga Hall,1,CAS,45,,,46.0
1016,202109F,M,BS,DSB Undeclared,2.33,Regis Hall,1,DSB,36,,,99.0
1017,202109F,M,BS,Management,3.65,Regis Hall,1,DSB,54,,,74.0
1018,202109F,F,BS,Psychology,3.39,Campion Hall,1,CAS,49,1280.0,,133.0
1019,202109F,M,BS,DSB Undeclared,1.56,Campion Hall,0,DSB,24,,,44.0
1020,202109F,F,BS,Psychology,2.69,Loyola Hall,1,CAS,39,,,86.0
1021,202109F,F,BS,Nursing,2.87,Regis Hall,1,EGAN,49,,,55.0
1022,202109F,M,BA,History,1.92,Regis Hall,1,CAS,36,,,95.0
1023,202109F,M,BS,Accounting,3.62,Regis Hall,1,DSB,48,1220.0,,59.0
1024,202109F,F,BS,Marketing,3.5,Jogues Hall,1,DSB,45,,,6.0
1025,202109F,M,BS,DSB Undeclared,3.56,Regis Hall,1,DSB,45,,,4.0
1026,202109F,F,BS,Marketing,3.53,Regis Hall,1,DSB,45,,,36.0
1027,202109F,M,BS,DSB Undeclared,2.64,Regis Hall,1,DSB,42,,,156.0
1028,202109F,F,BS,Biology,3.35,Jogues Hall,1,CAS,51,1440.0,,81.0
1029,202109F,M,BS,Finance,3.53,Loyola Hall,0,DSB,21,1400.0,,48.0
1030,202109F,M,BA,Undeclared,3.78,Loyola Hall,1,CAS,45,,,136.0
1031,202109F,M,BA,Undeclared,3.64,Jogues Hall,1,CAS,40,1480.0,,145.0
1032,202109F,F,BA,Undeclared,3.58,Regis Hall,1,CAS,45,,,1.0
1033,202109F,F,BA,Undeclared,2.62,Regis Hall,1,CAS,45,,,12.0
1034,202109F,F,BS,Psychology,2.41,Jogues Hall,0,CAS,9,1290.0,,0.0
1035,202109F,F,BA,Undeclared,2.52,Regis Hall,1,CAS,27,,,126.0
1036,202109F,M,BS,DSB Undeclared,3.42,Loyola Hall,1,DSB,45,,,104.0
1037,202109F,F,BA,Undeclared,3.37,Jogues Hall,1,CAS,44,,,0.0
1038,202109F,F,BS,Management,2.38,Commuter,1,DSB,45,,,21.0
1039,202109F,F,BA,Sociology and Anthropology,2.69,Regis Hall,1,CAS,42,,,87.0
1040,202109F,F,BS,Chemistry,3.18,Jogues Hall,1,CAS,65,1350.0,,57.0
1041,202109F,M,BS,Finance,4.0,Jogues Hall,1,DSB,49,1450.0,,48.0
1042,202109F,M,BS,Mechanical Engineering,2.81,Campion Hall,1,SEC,55,,,120.0
1043,202109F,M,BS,DSB Undeclared,3.79,Jogues Hall,1,DSB,50,1330.0,,44.0
1044,202109F,F,BS,Biology,4.0,Jogues Hall,1,CAS,66,1330.0,,96.0
1045,202109F,F,BA,Undeclared,2.69,Commuter,1,CAS,47,,,116.0
1046,202109F,F,BS,Psychology,2.93,Campion Hall,1,CAS,42,,,0.0
1047,202109F,F,BS,Psychology,3.11,Campion Hall,1,CAS,47,,,65.0
1048,202109F,M,BS,Computer Science,3.26,Campion Hall,1,SEC,58,1240.0,,0.0
1049,202109F,M,BS,Biomedical Engineering,3.57,Loyola Hall,1,SEC,64,,,135.0
1050,202109F,M,BS,SOE Undeclared,3.63,Campion Hall,1,SEC,61,,,90.0
1051,202109F,F,BS,Chemistry,3.74,Gonzaga Hall,1,CAS,51,,,107.0
1052,202109F,M,BS,Accounting,3.71,Regis Hall,1,DSB,45,1210.0,,82.0
1053,202109F,M,BA,Undeclared,3.6,Jogues Hall,1,CAS,45,1320.0,,6.0
1054,202109F,M,BS,Mathematics,3.22,Loyola Hall,1,CAS,49,,,132.0
1055,202109F,M,BS,DSB Undeclared,3.42,Regis Hall,1,DSB,48,,,59.0
1056,202109F,M,BS,Accounting,3.8,Jogues Hall,1,DSB,52,1410.0,,82.0
1057,202109F,M,BS,Mechanical Engineering,1.69,Campion Hall,1,SEC,23,,,0.0
1058,202109F,M,BS,Finance,3.73,Commuter,1,DSB,48,,,48.0
1059,202109F,M,BS,Finance,2.78,Campion Hall,1,DSB,45,1250.0,,13.0
1060,202109F,M,BS,Electrical and Computer Engineering,3.52,Campion Hall,1,SEC,48,,,0.0
1061,202109F,M,BS,DSB Undeclared,2.88,Regis Hall,0,DSB,16,,,166.0
1062,202109F,M,BS,Nursing,3.51,Jogues Hall,1,EGAN,52,1290.0,,50.0
1063,202109F,M,BA,History,3.84,Regis Hall,0,CAS,30,,,32.0
1064,202109F,F,BS,Biology,2.35,Commuter,1,CAS,43,,,0.0
1065,202109F,F,BS,Accounting,3.98,Campion Hall,1,DSB,55,,,59.0
1066,202109F,M,BS,Economics,3.02,Campion Hall,1,DSB,45,,,88.0
1067,202109F,M,BS,Biomedical Engineering,3.84,Campion Hall,1,SEC,56,,,0.0
1068,202109F,M,BS,Computer Science,4.0,Campion Hall,1,SEC,58,,,160.0
1069,202109F,F,BS,Nursing,3.32,Campion Hall,1,EGAN,56,,,50.0
1070,202109F,F,BS,Biology,3.23,Campion Hall,1,CAS,54,,,142.0
1071,202109F,F,BA,Program on the Environment,3.6,Campion Hall,1,CAS,45,,,0.0
1072,202109F,F,BS,Biology,3.6,Campion Hall,1,CAS,43,,,6.0
1073,202109F,M,BS,DSB Undeclared,3.71,Regis Hall,1,DSB,45,1200.0,,68.0
1074,202109F,F,BS,Psychology,3.55,Gonzaga Hall,1,CAS,42,,,65.0
1075,202109F,F,BS,Mathematics,3.87,Campion Hall,1,CAS,49,,,0.0
1076,202109F,M,BS,DSB Undeclared,2.07,Loyola Hall,1,DSB,42,,,74.0
1077,202109F,M,BS,Mechanical Engineering,3.33,Jogues Hall,1,SEC,52,1350.0,,120.0
1078,202109F,M,BS,SOE Undeclared,2.28,Campion Hall,1,SEC,35,,,1.0
1079,202109F,M,BS,Finance,2.76,Regis Hall,1,DSB,42,,,73.0
1080,202109F,F,BS,Biology,3.29,Campion Hall,1,CAS,58,,,131.0
1081,202109F,M,BA,Communication,3.93,Regis Hall,1,CAS,45,,,10.0
1082,202109F,M,BS,Computer Science,2.52,Campion Hall,0,SEC,27,1170.0,,11.0
1083,202109F,M,BA,Undeclared,2.19,Gonzaga Hall,1,CAS,40,1220.0,,1.0
1084,202109F,F,BA,Program on the Environment,,Campion Hall,0,CAS,0,,,
1085,202109F,F,BA,Undeclared,3.31,Regis Hall,1,CAS,36,,,18.0
1086,202109F,F,BA,Undeclared,0.78,Gonzaga Hall,0,CAS,9,,,64.0
1087,202109F,F,BS,Public Health,3.52,Regis Hall,1,EGAN,46,,,0.0
1088,202109F,M,BS,Economics,3.4,Campion Hall,1,DSB,45,,,88.0
1089,202109F,F,BS,Marketing,3.24,Loyola Hall,1,DSB,45,1190.0,,4.0
1090,202109F,M,BA,Undeclared,2.58,Jogues Hall,0,CAS,21,1060.0,,0.0
1091,202109F,M,BS,Mechanical Engineering,3.71,Loyola Hall,1,SEC,52,1240.0,,14.0
1092,202109F,F,BS,Biology,3.4,Campion Hall,1,CAS,55,,,103.0
1093,202109F,M,BS,DSB Undeclared,3.2,Jogues Hall,1,DSB,45,,,70.0
1094,202109F,M,BS,Marketing,3.47,Jogues Hall,1,DSB,45,1240.0,,4.0
1095,202109F,M,BS,DSB Undeclared,3.93,Campion Hall,1,DSB,45,,,69.0
1096,202109F,F,BS,Finance,1.98,Gonzaga Hall,1,DSB,33,,,70.0
1097,202109F,M,BS,DSB Undeclared,0.83,Gonzaga Hall,0,DSB,15,,,163.0
1098,202109F,M,BS,Finance,3.49,Regis Hall,1,DSB,45,,,48.0
1099,202109F,M,BS,Marketing,3.45,Jogues Hall,1,DSB,42,,,4.0
1100,202109F,F,BS,DSB Undeclared,3.05,Commuter,1,DSB,42,,,59.0
1101,202109F,M,BS,Biology,3.2,Campion Hall,1,CAS,48,1370.0,,31.0
1102,202109F,F,BA,Undeclared,3.14,Jogues Hall,1,CAS,47,,,71.0
1103,202109F,M,BS,Accounting,3.89,Jogues Hall,1,DSB,45,1240.0,,101.0
1104,202109F,M,BS,DSB Undeclared,2.36,Jogues Hall,1,DSB,48,,,0.0
1105,202109F,M,BS,Psychology,3.77,Loyola Hall,1,CAS,46,,,71.0
1106,202109F,M,BS,Electrical and Computer Engineering,3.54,Campion Hall,1,SEC,50,1520.0,,139.0
1107,202109F,F,BS,Psychology,3.09,Jogues Hall,1,CAS,45,,,86.0
1108,202109F,M,BS,DSB Undeclared,2.93,Regis Hall,1,DSB,42,,,70.0
1109,202109F,M,BS,Psychology,3.55,Gonzaga Hall,1,CAS,47,,,38.0
1110,202109F,F,BS,DSB Undeclared,3.75,Loyola Hall,1,DSB,48,,,6.0
1111,202109F,F,BS,Psychology,2.96,Jogues Hall,1,CAS,45,,,71.0
1112,202109F,F,BS,Psychology,3.55,Loyola Hall,1,CAS,46,,,87.0
1113,202109F,F,BS,Marketing,3.6,Regis Hall,1,DSB,48,,,36.0
1114,202109F,F,BS,DSB Undeclared,3.78,Commuter,1,DSB,48,,,80.0
1115,202109F,M,BA,Economics,3.07,Gonzaga Hall,1,CAS,45,1340.0,,166.0
1116,202109F,F,BS,Marketing,2.58,Regis Hall,1,DSB,48,,,105.0
1117,202109F,M,BS,Accounting,3.81,Loyola Hall,0,DSB,32,1440.0,,59.0
1118,202109F,F,BS,DSB Undeclared,2.5,Gonzaga Hall,1,DSB,42,,,4.0
1119,202109F,M,BS,DSB Undeclared,2.62,Loyola Hall,1,DSB,42,1180.0,,40.0
1120,202109F,F,BS,Psychology,3.92,Campion Hall,1,CAS,57,,,152.0
1121,202109F,F,BS,Psychology,3.91,Regis Hall,1,CAS,45,1340.0,,71.0
1122,202109F,M,BS,Marketing,3.18,Regis Hall,0,DSB,33,,,105.0
1123,202109F,M,BS,DSB Undeclared,2.24,Jogues Hall,1,DSB,39,,,74.0
1124,202109F,M,BS,DSB Undeclared,3.46,Regis Hall,1,DSB,52,,,13.0
1125,202109F,M,BS,Psychology,3.34,Jogues Hall,0,CAS,12,,,0.0
1126,202109F,F,BS,Information Systems & Ops Mgmt,3.89,Loyola Hall,1,DSB,46,1350.0,,28.0
1127,202109F,M,BS,Finance,3.75,Regis Hall,1,DSB,45,1190.0,,73.0
1128,202109F,F,BS,Chemistry,3.17,Campion Hall,0,CAS,21,1210.0,,57.0
1129,202109F,M,BA,Visual & Performing Arts,3.72,Commuter,1,CAS,57,,,128.0
1130,202109F,F,BS,Management,3.41,Campion Hall,1,DSB,46,,,85.0
1131,202109F,M,BS,DSB Undeclared,3.43,Jogues Hall,1,DSB,54,,,156.0
1132,202109F,F,BA,Undeclared,3.78,Regis Hall,0,CAS,37,,,152.0
1133,202109F,M,BS,Nursing,3.74,Campion Hall,1,EGAN,58,1540.0,,50.0
1134,202109F,F,BS,Psychology,3.83,Jogues Hall,1,CAS,46,,,65.0
1135,202109F,F,BS,Information Systems & Ops Mgmt,3.72,Loyola Hall,1,DSB,46,,,28.0
1136,202109F,F,BS,Accounting,3.43,Jogues Hall,1,DSB,46,,,59.0
1137,202109F,F,BA,Politics,3.83,Campion Hall,1,CAS,55,1330.0,,110.0
1138,202109F,F,BS,Biology,3.98,Campion Hall,1,CAS,63,,,0.0
1139,202109F,F,BS,Economics,2.83,Jogues Hall,1,DSB,45,,,88.0
1140,202109F,M,BS,DSB Undeclared,3.12,Gonzaga Hall,1,DSB,42,,,69.0
1141,202109F,F,BA,English,3.49,Jogues Hall,1,CAS,47,,,0.0
1142,202109F,M,BS,DSB Undeclared,2.78,Commuter,1,DSB,45,,,3.0
1143,202109F,M,BS,Finance,3.0,Jogues Hall,1,DSB,42,1430.0,,48.0
1144,202109F,F,BA,Undeclared,1.87,Loyola Hall,0,CAS,12,,,64.0
1145,202109F,M,BS,DSB Undeclared,3.62,Campion Hall,1,DSB,42,,,36.0
1146,202109F,M,BS,Finance,2.98,Jogues Hall,1,DSB,45,,,62.0
1147,202109F,M,BA,Visual & Performing Arts,3.7,Regis Hall,1,CAS,47,1220.0,,128.0
1148,202109F,M,BS,Management,3.4,Jogues Hall,1,DSB,42,1240.0,,5.0
1149,202109F,M,BS,Computer Science,3.32,Commuter,1,SEC,59,,,1.0
1150,202109F,F,BA,Communication,3.76,Gonzaga Hall,1,CAS,45,,,106.0
1151,202109F,M,BA,History,3.27,Gonzaga Hall,1,CAS,48,,,0.0
1152,202109F,M,BS,DSB Undeclared,3.51,Jogues Hall,1,DSB,47,,,89.0
1153,202109F,M,BA,Visual & Performing Arts,3.14,Jogues Hall,1,CAS,52,1240.0,,0.0
1154,202109F,M,BS,Biology,3.62,Campion Hall,1,CAS,52,1220.0,,142.0
1155,202109F,M,BS,Economics,2.29,Campion Hall,1,DSB,39,,,22.0
1156,202109F,F,BS,Biology,2.38,Campion Hall,0,CAS,18,1270.0,,31.0
1157,202109F,F,BS,Biology,3.75,Campion Hall,1,CAS,40,,,85.0
1158,202109F,M,BS,DSB Undeclared,3.82,Jogues Hall,1,DSB,51,1240.0,,104.0
1159,202109F,F,BA,Undeclared,3.62,Gonzaga Hall,1,CAS,45,,,88.0
1160,202109F,M,BA,Politics,3.45,Campion Hall,1,CAS,42,,,110.0
1161,202109F,F,BS,Computer Science,3.62,Commuter,1,SEC,46,1300.0,,44.0
1162,202109F,F,BS,Finance,3.49,Regis Hall,1,DSB,51,,,89.0
1163,202109F,F,BS,Finance,3.92,Regis Hall,1,DSB,64,,,62.0
1164,202109F,F,BA,Undeclared,3.49,Regis Hall,1,CAS,45,,,71.0
1165,202109F,M,BS,Computer Science,3.51,Campion Hall,1,SEC,50,1280.0,,11.0
1166,202109F,F,BS,Biology,3.06,Gonzaga Hall,1,CAS,54,,,103.0
1167,202109F,M,BS,DSB Undeclared,2.98,Campion Hall,1,DSB,42,1200.0,,99.0
1168,202109F,M,BS,Mechanical Engineering,2.35,Regis Hall,1,SEC,49,1230.0,,0.0
1169,202109F,M,BS,Computer Science,3.88,Campion Hall,1,SEC,58,1440.0,,11.0
1170,202109F,M,BS,Physics,3.71,Campion Hall,1,CAS,48,,,22.0
1171,202109F,F,BS,Accounting,3.41,Commuter,1,DSB,51,,,82.0
1172,202109F,M,BS,Accounting,3.44,Campion Hall,1,DSB,57,,,82.0
1173,202109F,M,BS,DSB Undeclared,3.76,Regis Hall,1,DSB,45,,,62.0
1174,202109F,F,BA,Undeclared,2.75,Commuter,1,CAS,42,,,60.0
1175,202109F,M,BS,Chemistry,,Commuter,1,CAS,0,1400.0,,
1176,202109F,F,BS,Chemistry,1.75,Gonzaga Hall,1,CAS,39,,,32.0
1177,202109F,F,BA,History,3.2,Gonzaga Hall,1,CAS,45,1180.0,,0.0
1178,202109F,M,BA,Undeclared,2.95,Jogues Hall,1,CAS,36,,,12.0
1179,202109F,F,BS,SOE Undeclared,3.33,Jogues Hall,1,SEC,46,1340.0,,60.0
1180,202109F,M,BS,Mechanical Engineering,2.16,Jogues Hall,1,SEC,30,1210.0,,99.0
1181,202109F,M,BS,Mechanical Engineering,3.12,Jogues Hall,1,SEC,55,,,0.0
1182,202109F,M,BS,Finance,3.36,Jogues Hall,1,DSB,59,1430.0,,48.0
1183,202109F,M,BS,Physics,3.86,Jogues Hall,1,CAS,52,1390.0,,49.0
1184,202109F,M,BS,Finance,2.86,Campion Hall,1,DSB,42,,,48.0
1185,202109F,M,BS,DSB Undeclared,2.87,Gonzaga Hall,0,DSB,30,,,44.0
1186,202109F,M,BS,DSB Undeclared,2.75,Jogues Hall,1,DSB,36,1110.0,,80.0
1187,202109F,M,BS,Finance,3.91,Gonzaga Hall,1,DSB,52,1440.0,,89.0
1188,202109F,M,BS,DSB Undeclared,3.98,Loyola Hall,1,DSB,46,,,63.0
1189,202109F,F,BS,Psychology,3.91,Regis Hall,1,CAS,52,,,86.0
1190,202109F,F,BS,Management,3.71,Regis Hall,1,DSB,45,,,21.0
1191,202109F,F,BS,DSB Undeclared,3.4,Loyola Hall,1,DSB,45,,,6.0
1192,202109F,F,BA,Communication,2.33,Commuter,1,CAS,48,,,106.0
1193,202109F,M,BS,Economics,3.0,Loyola Hall,0,DSB,13,,,88.0
1194,202109F,F,BA,Undeclared,2.95,Gonzaga Hall,1,CAS,42,,,0.0
1195,202109F,M,BS,Economics,3.87,Jogues Hall,1,DSB,49,,,25.0
1196,202109F,M,BS,DSB Undeclared,2.82,Jogues Hall,1,DSB,39,,,122.0
1197,202109F,M,BA,Economics,3.17,Gonzaga Hall,1,CAS,48,,,22.0
1198,202109F,F,BA,Undeclared,3.98,Loyola Hall,1,CAS,48,,,49.0
1199,202109F,M,BS,Accounting,2.98,Jogues Hall,1,DSB,42,,,0.0
1200,202109F,F,BS,Biology,2.84,Campion Hall,1,CAS,46,,,12.0
1201,202109F,M,BA,Undeclared,3.82,Regis Hall,1,CAS,45,,,0.0
1202,202109F,F,BA,Program on the Environment,3.96,Gonzaga Hall,1,CAS,51,,,0.0
1203,202109F,F,BA,Undeclared,3.11,Loyola Hall,1,CAS,45,,,46.0
1204,202109F,M,BS,Finance,3.71,Regis Hall,1,DSB,45,,,48.0
1205,202109F,F,BS,Finance,3.49,Regis Hall,1,DSB,45,,,98.0
1206,202109F,M,BS,SOE Undeclared,3.45,Regis Hall,1,SEC,46,,,135.0
1207,202109F,M,BS,DSB Undeclared,3.26,Regis Hall,1,DSB,42,,,9.0
1208,202109F,M,BS,Computer Science,3.64,Campion Hall,1,SEC,49,,,11.0
1209,202109F,M,BS,Biology,3.41,Campion Hall,0,CAS,17,,,112.0
1210,202109F,M,BS,Biology,3.51,Campion Hall,1,CAS,51,1340.0,,68.0
1211,202109F,M,BS,Finance,3.67,Jogues Hall,1,DSB,48,,,63.0
1212,202109F,M,BS,Biology,3.87,Campion Hall,1,CAS,47,1370.0,,38.0
1213,202109F,M,BA,Program on the Environment,2.38,Regis Hall,0,CAS,24,,,108.0
1214,202109F,M,BS,DSB Undeclared,3.6,Regis Hall,0,DSB,30,,,44.0
1215,202109F,F,BS,Biology,3.24,Campion Hall,1,CAS,45,,,0.0
1216,202109F,F,BS,Biology,3.03,Regis Hall,1,CAS,52,1120.0,,31.0
1217,202109F,M,BA,Visual & Performing Arts,2.4,Regis Hall,1,CAS,42,,,128.0
1218,202109F,F,BS,Computer Science,3.38,Commuter,1,SEC,44,,,1.0
1219,202109F,M,BA,Undeclared,3.93,Gonzaga Hall,1,CAS,45,,,0.0
1220,202109F,F,BS,Finance,3.33,Jogues Hall,1,DSB,42,,,73.0
1221,202109F,M,BA,Undeclared,3.78,Regis Hall,1,CAS,46,,,153.0
1222,202109F,M,BS,Finance,3.19,Jogues Hall,1,DSB,54,,,48.0
1223,202109F,M,BS,Mechanical Engineering,2.87,Campion Hall,1,SEC,52,,,14.0
1224,202109F,F,BS,Psychology,2.9,Gonzaga Hall,0,CAS,17,,,152.0
1225,202109F,M,BS,Management,3.71,Regis Hall,1,DSB,45,,,85.0
1226,202109F,M,BS,DSB Undeclared,3.76,Gonzaga Hall,1,DSB,46,,,102.0
1227,202109F,M,BS,Finance,2.38,Regis Hall,1,DSB,36,1410.0,,13.0
1228,202109F,M,BS,Finance,3.95,Loyola Hall,1,DSB,55,1410.0,,48.0
1229,202109F,F,BS,Psychology,3.67,Gonzaga Hall,1,CAS,53,,,12.0
1230,202109F,M,BA,Visual & Performing Arts,2.48,Commuter,1,CAS,42,,,0.0
1231,202109F,M,BS,Marketing,3.4,Commuter,0,DSB,30,,,41.0
1232,202109F,M,BA,Undeclared,2.74,Gonzaga Hall,1,CAS,46,1210.0,,95.0
1233,202109F,M,BS,Business Analytics,3.51,Jogues Hall,1,DSB,45,,,76.0
1234,202109F,M,BS,DSB Undeclared,3.24,Loyola Hall,1,DSB,45,,,99.0
1235,202109F,M,BS,Mechanical Engineering,2.73,Campion Hall,1,SEC,49,,,1.0
1236,202109F,M,BS,Psychology,3.62,Jogues Hall,1,CAS,56,1360.0,,152.0
1237,202109F,F,BA,Undeclared,3.49,Regis Hall,1,CAS,45,,,105.0
1238,202109F,M,BA,Undeclared,2.98,Jogues Hall,1,CAS,50,,,0.0
1239,202109F,F,BA,Politics,3.76,Campion Hall,1,CAS,51,,,110.0
1240,202109F,F,BA,Visual & Performing Arts,1.67,Jogues Hall,1,CAS,6,,,0.0
1241,202109F,M,BS,Finance,3.23,Regis Hall,1,DSB,51,1320.0,,70.0
1242,202109F,F,BA,Visual & Performing Arts,3.42,Campion Hall,1,CAS,45,,,158.0
1243,202109F,M,BS,Finance,3.42,Jogues Hall,1,DSB,45,,,102.0
1244,202109F,M,BS,DSB Undeclared,2.85,Regis Hall,1,DSB,48,,,54.0
1245,202109F,F,BA,International Studies,3.69,Gonzaga Hall,1,CAS,45,,,52.0
1246,202109F,M,BS,Computer Science,3.97,Commuter,1,SEC,50,,,0.0
1247,202109F,M,BS,Finance,3.81,Jogues Hall,1,DSB,58,,,70.0
1248,202109F,M,BA,Undeclared,2.41,Jogues Hall,1,CAS,42,,,128.0
1249,202109F,M,BA,Communication,3.41,Jogues Hall,1,CAS,39,,,22.0
1250,202109F,M,BS,Finance,2.95,Campion Hall,1,DSB,40,,,48.0
1251,202109F,F,BA,Undeclared,3.57,Loyola Hall,1,CAS,42,,,49.0
1252,202109F,M,BA,Communication,2.31,Jogues Hall,1,CAS,48,,,18.0
1253,202109F,M,BS,Economics,3.5,Gonzaga Hall,1,DSB,51,1360.0,,156.0
1254,202109F,F,BS,Psychology,3.17,Jogues Hall,1,CAS,43,,,71.0
1255,202109F,M,BA,Undeclared,2.81,Jogues Hall,1,CAS,48,,,7.0
1256,202109F,M,BS,Management,3.38,Loyola Hall,1,DSB,45,,,155.0
1257,202209F,M,BA,Undeclared,3.46,Regis Hall,1,CAS,49,1370.0,,0.0
